contest_id,problem_id,title,difficulty,is_experimental,url
agc025,agc025_d,D. Choosing Points,2868,False,https://atcoder.jp/contests/agc025/tasks/agc025_d
agc043,agc043_c,C. Giant Graph,2872,False,https://atcoder.jp/contests/agc043/tasks/agc043_c
agc045,agc045_b,B. 01 Unbalanced,2873,False,https://atcoder.jp/contests/agc045/tasks/agc045_b
agc053,agc053_c,C. Random Card Game,2878,False,https://atcoder.jp/contests/agc053/tasks/agc053_c
agc021,agc021_c,C. Tiling,2886,False,https://atcoder.jp/contests/agc021/tasks/agc021_c
agc002,agc002_e,E. Candy Piles,2889,False,https://atcoder.jp/contests/agc002/tasks/agc002_e
agc044,agc044_c,C. Strange Dance,2889,False,https://atcoder.jp/contests/agc044/tasks/agc044_c
agc010,agc010_f,F. Tree Game,2897,False,https://atcoder.jp/contests/agc010/tasks/agc010_f
agc035,agc035_d,D. Add and Remove,2902,False,https://atcoder.jp/contests/agc035/tasks/agc035_d
agc059,agc059_c,C. Guessing Permutation for as Long as Possible,2905,False,https://atcoder.jp/contests/agc059/tasks/agc059_c
agc016,agc016_d,D. XOR Replace,2910,False,https://atcoder.jp/contests/agc016/tasks/agc016_d
agc047,agc047_d,D. Twin Binary Trees,2910,False,https://atcoder.jp/contests/agc047/tasks/agc047_d
agc046,agc046_d,D. Secret Passage,2911,False,https://atcoder.jp/contests/agc046/tasks/agc046_d
agc051,agc051_c,C. Flipper,2928,False,https://atcoder.jp/contests/agc051/tasks/agc051_c
agc011,agc011_d,D. Half Reflector,2931,False,https://atcoder.jp/contests/agc011/tasks/agc011_d
agc064,agc064_c,C. Erase and Divide Game,2932,False,https://atcoder.jp/contests/agc064/tasks/agc064_c
agc052,agc052_c,C. Nondivisible Prefix Sums,2936,False,https://atcoder.jp/contests/agc052/tasks/agc052_c
agc005,agc005_d,D. ~K Perm Counting,2943,False,https://atcoder.jp/contests/agc005/tasks/agc005_d
agc020,agc020_e,E. Encoding Subsets,2944,False,https://atcoder.jp/contests/agc020/tasks/agc020_e
agc068,agc068_a,A. Circular Distance,2948,False,https://atcoder.jp/contests/agc068/tasks/agc068_a
agc066,agc066_e,E. Sliding Puzzle On Tree,2950,False,https://atcoder.jp/contests/agc066/tasks/agc066_e
agc022,agc022_e,E. Median Replace,2955,False,https://atcoder.jp/contests/agc022/tasks/agc022_e
agc033,agc033_d,D. Complexity,2958,False,https://atcoder.jp/contests/agc033/tasks/agc033_d
agc031,agc031_d,D. A Sequence of Permutations,2975,False,https://atcoder.jp/contests/agc031/tasks/agc031_d
agc047,agc047_e,E. Product Simulation,2979,False,https://atcoder.jp/contests/agc047/tasks/agc047_e
agc003,agc003_e,E. Sequential operations on Sequence,2983,False,https://atcoder.jp/contests/agc003/tasks/agc003_e
agc070,agc070_c,C. No Streak,2983,False,https://atcoder.jp/contests/agc070/tasks/agc070_c
agc027,agc027_d,D. Modulo Matrix,2984,False,https://atcoder.jp/contests/agc027/tasks/agc027_d
agc072,agc072_c,C. Human Exercise,2984,False,https://atcoder.jp/contests/agc072/tasks/agc072_c
agc058,agc058_c,C. Planar Tree,2991,False,https://atcoder.jp/contests/agc058/tasks/agc058_c
agc006,agc006_c,C. Rabbit Exercise,2996,False,https://atcoder.jp/contests/agc006/tasks/agc006_c
agc024,agc024_e,E. Sequence Growing Hard,3001,False,https://atcoder.jp/contests/agc024/tasks/agc024_e
agc026,agc026_e,E. Synchronized Subsequence,3016,False,https://atcoder.jp/contests/agc026/tasks/agc026_e
agc016,agc016_e,E. Poor Turkeys,3029,False,https://atcoder.jp/contests/agc016/tasks/agc016_e
agc066,agc066_c,C. Delete AAB or BAA,3036,False,https://atcoder.jp/contests/agc066/tasks/agc066_c
agc048,agc048_d,D. Pocky Game,3046,False,https://atcoder.jp/contests/agc048/tasks/agc048_d
agc006,agc006_d,D. Median Pyramid Hard,3054,False,https://atcoder.jp/contests/agc006/tasks/agc006_d
agc020,agc020_d,D. Min Max Repetition,3062,False,https://atcoder.jp/contests/agc020/tasks/agc020_d
agc029,agc029_e,E. Wandering TKHS,3088,False,https://atcoder.jp/contests/agc029/tasks/agc029_e
agc013,agc013_d,D. Piling Up,3089,False,https://atcoder.jp/contests/agc013/tasks/agc013_d
agc041,agc041_d,D. Problem Scores,3096,False,https://atcoder.jp/contests/agc041/tasks/agc041_d
agc073,agc073_b,B. Cyclic Jump,3096,False,https://atcoder.jp/contests/agc073/tasks/agc073_b
agc006,agc006_e,E. Rotate 3x3,3101,False,https://atcoder.jp/contests/agc006/tasks/agc006_e
agc033,agc033_e,E. Go around a Circle,3103,False,https://atcoder.jp/contests/agc033/tasks/agc033_e
agc065,agc065_d,D. Not Intersect,3117,False,https://atcoder.jp/contests/agc065/tasks/agc065_d
agc039,agc039_d,D. Incenters,3118,False,https://atcoder.jp/contests/agc039/tasks/agc039_d
agc017,agc017_c,C. Snuke and Spells,3133,False,https://atcoder.jp/contests/agc017/tasks/agc017_c
agc023,agc023_f,F. 01 on Tree,3148,False,https://atcoder.jp/contests/agc023/tasks/agc023_f
agc072,agc072_b,B. AGC Language,3148,False,https://atcoder.jp/contests/agc072/tasks/agc072_b
agc017,agc017_e,E. Jigsaw,3158,False,https://atcoder.jp/contests/agc017/tasks/agc017_e
agc058,agc058_d,D. Yet Another ABC String,3159,False,https://atcoder.jp/contests/agc058/tasks/agc058_d
agc044,agc044_d,D. Guess the Password,3165,False,https://atcoder.jp/contests/agc044/tasks/agc044_d
agc023,agc023_d,D. Go Home,3173,False,https://atcoder.jp/contests/agc023/tasks/agc023_d
agc068,agc068_c,C. Ball Redistribution,3182,False,https://atcoder.jp/contests/agc068/tasks/agc068_c
agc073,agc073_c,C. Product of Max of Sum of Subtree,3202,False,https://atcoder.jp/contests/agc073/tasks/agc073_c
agc004,agc004_e,E. Salvage Robots,3205,False,https://atcoder.jp/contests/agc004/tasks/agc004_e
agc030,agc030_c,C. Coloring Torus,3207,False,https://atcoder.jp/contests/agc030/tasks/agc030_c
agc070,agc070_b,B. Odd Namori,3217,False,https://atcoder.jp/contests/agc070/tasks/agc070_b
agc062,agc062_d,D. Walk Around Neighborhood,3274,False,https://atcoder.jp/contests/agc062/tasks/agc062_d
agc005,agc005_e,E. Sugigma: The Showdown,3276,False,https://atcoder.jp/contests/agc005/tasks/agc005_e
agc038,agc038_f,F. Two Permutations,3283,False,https://atcoder.jp/contests/agc038/tasks/agc038_f
agc052,agc052_d,D. Equal LIS,3304,False,https://atcoder.jp/contests/agc052/tasks/agc052_d
agc057,agc057_d,D. Sum Avoidance,3307,False,https://atcoder.jp/contests/agc057/tasks/agc057_d
agc014,agc014_e,E. Blue and Red Tree,3312,False,https://atcoder.jp/contests/agc014/tasks/agc014_e
agc011,agc011_e,E. Increasing Numbers,3315,False,https://atcoder.jp/contests/agc011/tasks/agc011_e
agc059,agc059_d,D. Distinct Elements on Subsegments,3319,False,https://atcoder.jp/contests/agc059/tasks/agc059_d
agc036,agc036_d,D. Negative Cycle,3326,False,https://atcoder.jp/contests/agc036/tasks/agc036_d
agc056,agc056_b,B. Range Argmax,3339,False,https://atcoder.jp/contests/agc056/tasks/agc056_b
agc056,agc056_d,D. Subset Sum Game,3339,False,https://atcoder.jp/contests/agc056/tasks/agc056_d
agc003,agc003_f,F. Fraction of Fractal,3344,False,https://atcoder.jp/contests/agc003/tasks/agc003_f
agc067,agc067_d,D. Unique Matching,3345,False,https://atcoder.jp/contests/agc067/tasks/agc067_d
agc069,agc069_d,D. Tree and Intervals,3346,False,https://atcoder.jp/contests/agc069/tasks/agc069_d
agc057,agc057_c,C. Increment or Xor,3366,False,https://atcoder.jp/contests/agc057/tasks/agc057_c
agc061,agc061_b,B. Summation By Construction,3371,False,https://atcoder.jp/contests/agc061/tasks/agc061_b
agc007,agc007_c,C. Pushing Balls,3379,False,https://atcoder.jp/contests/agc007/tasks/agc007_c
agc068,agc068_e,E. Sort and Match,3392,False,https://atcoder.jp/contests/agc068/tasks/agc068_e
agc060,agc060_d,D. Same Descent Set,3394,False,https://atcoder.jp/contests/agc060/tasks/agc060_d
agc002,agc002_f,F. Leftmost Ball,3399,False,https://atcoder.jp/contests/agc002/tasks/agc002_f
agc032,agc032_e,E. Modulo Pairing,3402,False,https://atcoder.jp/contests/agc032/tasks/agc032_e
agc009,agc009_d,D. Uninity,3404,False,https://atcoder.jp/contests/agc009/tasks/agc009_d
agc017,agc017_f,F. Zigzag,3417,False,https://atcoder.jp/contests/agc017/tasks/agc017_f
agc054,agc054_d,D. (ox),3426,False,https://atcoder.jp/contests/agc054/tasks/agc054_d
agc009,agc009_e,E. Eternal Average,3428,False,https://atcoder.jp/contests/agc009/tasks/agc009_e
agc039,agc039_e,E. Pairing Points,3430,False,https://atcoder.jp/contests/agc039/tasks/agc039_e
agc005,agc005_f,F. Many Easy Problems,3440,False,https://atcoder.jp/contests/agc005/tasks/agc005_f
agc040,agc040_d,D. Balance Beam,3452,False,https://atcoder.jp/contests/agc040/tasks/agc040_d
agc060,agc060_e,E. Number of Cycles,3452,False,https://atcoder.jp/contests/agc060/tasks/agc060_e
agc013,agc013_e,E. Placing Squares,3455,False,https://atcoder.jp/contests/agc013/tasks/agc013_e
agc052,agc052_e,E. 3 Letters,3457,False,https://atcoder.jp/contests/agc052/tasks/agc052_e
agc028,agc028_f,F. Reachable Cells,3462,False,https://atcoder.jp/contests/agc028/tasks/agc028_f
agc030,agc030_f,F. Permutation and Minimum,3474,False,https://atcoder.jp/contests/agc030/tasks/agc030_f
agc012,agc012_e,E. Camel and Oases,3490,False,https://atcoder.jp/contests/agc012/tasks/agc012_e
agc028,agc028_d,D. Chords,3491,False,https://atcoder.jp/contests/agc028/tasks/agc028_d
agc049,agc049_e,E. Increment Decrement,3496,False,https://atcoder.jp/contests/agc049/tasks/agc049_e
agc029,agc029_f,F. Construction of a tree,3497,False,https://atcoder.jp/contests/agc029/tasks/agc029_f
agc054,agc054_e,E. ZigZag Break,3499,False,https://atcoder.jp/contests/agc054/tasks/agc054_e
agc041,agc041_e,E. Balancing Network,3502,False,https://atcoder.jp/contests/agc041/tasks/agc041_e
agc043,agc043_e,E. Topology,3505,False,https://atcoder.jp/contests/agc043/tasks/agc043_e
agc055,agc055_d,D. ABC Ultimatum,3506,False,https://atcoder.jp/contests/agc055/tasks/agc055_d
agc006,agc006_f,F. Blackout,3530,False,https://atcoder.jp/contests/agc006/tasks/agc006_f
agc066,agc066_d,D. A Independent Set,3531,False,https://atcoder.jp/contests/agc066/tasks/agc066_d
agc024,agc024_f,F. Simple Subsequence Problem,3544,False,https://atcoder.jp/contests/agc024/tasks/agc024_f
agc027,agc027_f,F. Grafting,3544,False,https://atcoder.jp/contests/agc027/tasks/agc027_f
agc008,agc008_e,E. Next or Nextnext,3559,False,https://atcoder.jp/contests/agc008/tasks/agc008_e
agc068,agc068_d,D. Sum of Hash of Lexmin,3559,False,https://atcoder.jp/contests/agc068/tasks/agc068_d
agc015,agc015_e,E. Mr.Aoki Incubator,3571,False,https://atcoder.jp/contests/agc015/tasks/agc015_e
agc025,agc025_e,E. Walking on a Tree,3584,False,https://atcoder.jp/contests/agc025/tasks/agc025_e
agc033,agc033_f,F. Adding Edges,3591,False,https://atcoder.jp/contests/agc033/tasks/agc033_f
agc019,agc019_e,E. Shuffle and Swap,3597,False,https://atcoder.jp/contests/agc019/tasks/agc019_e
agc044,agc044_e,E. Random Pawn,3599,False,https://atcoder.jp/contests/agc044/tasks/agc044_e
agc022,agc022_f,F. Checkers,3606,False,https://atcoder.jp/contests/agc022/tasks/agc022_f
agc063,agc063_d,D. Many CRT,3609,False,https://atcoder.jp/contests/agc063/tasks/agc063_d
agc045,agc045_d,D. Lamps and Buttons,3625,False,https://atcoder.jp/contests/agc045/tasks/agc045_d
agc061,agc061_d,D. Almost Multiplication Table,3632,False,https://atcoder.jp/contests/agc061/tasks/agc061_d
agc027,agc027_e,E. ABBreviate,3634,False,https://atcoder.jp/contests/agc027/tasks/agc027_e
agc034,agc034_f,F. RNG and XOR,3634,False,https://atcoder.jp/contests/agc034/tasks/agc034_f
agc007,agc007_f,F. Shik and Copying String,3642,False,https://atcoder.jp/contests/agc007/tasks/agc007_f
agc023,agc023_e,E. Inversions,3653,False,https://atcoder.jp/contests/agc023/tasks/agc023_e
agc034,agc034_d,D. Manhattan Max Matching,3665,False,https://atcoder.jp/contests/agc034/tasks/agc034_d
agc031,agc031_e,E. Snuke the Phantom Thief,3689,False,https://atcoder.jp/contests/agc031/tasks/agc031_e
agc040,agc040_e,E. Prefix Suffix Addition,3690,False,https://atcoder.jp/contests/agc040/tasks/agc040_e
agc063,agc063_e,E. Child to Parent,3700,False,https://atcoder.jp/contests/agc063/tasks/agc063_e
agc067,agc067_b,B. Modifications,3701,False,https://atcoder.jp/contests/agc067/tasks/agc067_b
agc026,agc026_f,F. Manju Game,3704,False,https://atcoder.jp/contests/agc026/tasks/agc026_f
agc035,agc035_e,E. Develop,3720,False,https://atcoder.jp/contests/agc035/tasks/agc035_e
agc035,agc035_f,F. Two Histograms,3720,False,https://atcoder.jp/contests/agc035/tasks/agc035_f
agc019,agc019_f,F. Yes or No,3742,False,https://atcoder.jp/contests/agc019/tasks/agc019_f
agc030,agc030_e,E. Less than 3,3753,False,https://atcoder.jp/contests/agc030/tasks/agc030_e
agc016,agc016_f,F. Games on DAG,3754,False,https://atcoder.jp/contests/agc016/tasks/agc016_f
agc046,agc046_e,E. Permutation Cover,3772,False,https://atcoder.jp/contests/agc046/tasks/agc046_e
agc028,agc028_f2,F2. Reachable Cells,3778,False,https://atcoder.jp/contests/agc028/tasks/agc028_f2
agc036,agc036_e,E. ABC String,3783,False,https://atcoder.jp/contests/agc036/tasks/agc036_e
agc036,agc036_f,F. Square Constraints,3783,False,https://atcoder.jp/contests/agc036/tasks/agc036_f
agc018,agc018_f,F. Two Trees,3793,False,https://atcoder.jp/contests/agc018/tasks/agc018_f
agc037,agc037_f,F. Counting of Subarrays,3797,False,https://atcoder.jp/contests/agc037/tasks/agc037_f
agc071,agc071_d,D. Level K Terms,3807,False,https://atcoder.jp/contests/agc071/tasks/agc071_d
agc048,agc048_e,E. Strange Relation,3819,False,https://atcoder.jp/contests/agc048/tasks/agc048_e
agc058,agc058_e,E. Nearer Permutation,3825,False,https://atcoder.jp/contests/agc058/tasks/agc058_e
agc038,agc038_e,E. Gachapon,3831,False,https://atcoder.jp/contests/agc038/tasks/agc038_e
agc059,agc059_e,E. Grid 3-coloring,3842,False,https://atcoder.jp/contests/agc059/tasks/agc059_e
agc069,agc069_c,C. AB*A Changing,3853,False,https://atcoder.jp/contests/agc069/tasks/agc069_c
agc046,agc046_f,F. Forbidden Tournament,3854,False,https://atcoder.jp/contests/agc046/tasks/agc046_f
agc011,agc011_f,F. Train Service Planning,3863,False,https://atcoder.jp/contests/agc011/tasks/agc011_f
agc022,agc022_d,D. Shopping,3866,False,https://atcoder.jp/contests/agc022/tasks/agc022_d
agc056,agc056_e,E. Cheese,3877,False,https://atcoder.jp/contests/agc056/tasks/agc056_e
agc010,agc010_e,E. Rearranging,3887,False,https://atcoder.jp/contests/agc010/tasks/agc010_e
agc031,agc031_f,F. Walk on Graph,3887,False,https://atcoder.jp/contests/agc031/tasks/agc031_f
agc065,agc065_f,F. Always Perfect,3889,False,https://atcoder.jp/contests/agc065/tasks/agc065_f
agc041,agc041_f,F. Histogram Rooks,3893,False,https://atcoder.jp/contests/agc041/tasks/agc041_f
agc061,agc061_e,E. Increment or XOR,3901,False,https://atcoder.jp/contests/agc061/tasks/agc061_e
agc013,agc013_f,F. Two Faced Cards,3905,False,https://atcoder.jp/contests/agc013/tasks/agc013_f
agc007,agc007_e,E. Shik and Travel,3906,False,https://atcoder.jp/contests/agc007/tasks/agc007_e
agc025,agc025_f,F. Addition and Andition,3936,False,https://atcoder.jp/contests/agc025/tasks/agc025_f
agc021,agc021_e,E. Ball Eat Chameleons,3944,False,https://atcoder.jp/contests/agc021/tasks/agc021_e
agc053,agc053_d,D. Everyone is a winner,3949,False,https://atcoder.jp/contests/agc053/tasks/agc053_d
agc018,agc018_e,E. Sightseeing Plan,3953,False,https://atcoder.jp/contests/agc018/tasks/agc018_e
agc032,agc032_f,F. One Third,3975,False,https://atcoder.jp/contests/agc032/tasks/agc032_f
agc004,agc004_f,F. Namori,3986,False,https://atcoder.jp/contests/agc004/tasks/agc004_f
agc008,agc008_f,F. Black Radius,3995,False,https://atcoder.jp/contests/agc008/tasks/agc008_f
agc053,agc053_e,E. More Peaks More Fun,4036,False,https://atcoder.jp/contests/agc053/tasks/agc053_e
agc072,agc072_d,D. Magician,4043,False,https://atcoder.jp/contests/agc072/tasks/agc072_d
agc039,agc039_f,F. Min Product Sum,4060,False,https://atcoder.jp/contests/agc039/tasks/agc039_f
agc051,agc051_e,E. Middle Point,4061,False,https://atcoder.jp/contests/agc051/tasks/agc051_e
agc051,agc051_f,F. rng_58's Last Problem,4061,False,https://atcoder.jp/contests/agc051/tasks/agc051_f
agc047,agc047_f,F. Rooks,4066,False,https://atcoder.jp/contests/agc047/tasks/agc047_f
agc064,agc064_e,E. Cross Sum Construction,4069,False,https://atcoder.jp/contests/agc064/tasks/agc064_e
agc050,agc050_f,F. NAND Tree,4076,False,https://atcoder.jp/contests/agc050/tasks/agc050_f
agc015,agc015_f,F. Kenus the Ancient Greek,4083,False,https://atcoder.jp/contests/agc015/tasks/agc015_f
agc061,agc061_f,F. Perfect Strings,4084,False,https://atcoder.jp/contests/agc061/tasks/agc061_f
agc028,agc028_e,E. High Elements,4123,False,https://atcoder.jp/contests/agc028/tasks/agc028_e
agc057,agc057_e,E. RowCol/ColRow Sort,4128,False,https://atcoder.jp/contests/agc057/tasks/agc057_e
agc057,agc057_f,F. Reflection,4128,False,https://atcoder.jp/contests/agc057/tasks/agc057_f
agc021,agc021_f,F. Trinity,4145,False,https://atcoder.jp/contests/agc021/tasks/agc021_f
agc014,agc014_f,F. Strange Sorting,4201,False,https://atcoder.jp/contests/agc014/tasks/agc014_f
agc070,agc070_d,D. 2D Solitaire,4211,False,https://atcoder.jp/contests/agc070/tasks/agc070_d
agc062,agc062_e,E. Overlap Binary Tree,4233,False,https://atcoder.jp/contests/agc062/tasks/agc062_e
agc065,agc065_e,E. One Two Three,4235,False,https://atcoder.jp/contests/agc065/tasks/agc065_e
agc069,agc069_e,E. Pair of Sequences,4255,False,https://atcoder.jp/contests/agc069/tasks/agc069_e
agc063,agc063_f,F. Simultaneous Floor,4273,False,https://atcoder.jp/contests/agc063/tasks/agc063_f
agc055,agc055_f,F. Creative Splitting,4288,False,https://atcoder.jp/contests/agc055/tasks/agc055_f
agc054,agc054_f,F. Decrement,4300,False,https://atcoder.jp/contests/agc054/tasks/agc054_f
agc056,agc056_f,F. Degree Sequence in DFS Order,4310,False,https://atcoder.jp/contests/agc056/tasks/agc056_f
agc043,agc043_f,F. Jewelry Box,4347,False,https://atcoder.jp/contests/agc043/tasks/agc043_f
agc045,agc045_f,F. Division into Multiples,4383,False,https://atcoder.jp/contests/agc045/tasks/agc045_f
agc001,agc001_a,A. BBQ Easy,,False,https://atcoder.jp/contests/agc001/tasks/agc001_a
agc001,agc001_b,B. Mysterious Light,,False,https://atcoder.jp/contests/agc001/tasks/agc001_b
agc001,agc001_c,C. Shorten Diameter,,False,https://atcoder.jp/contests/agc001/tasks/agc001_c
agc001,agc001_d,D. Arrays and Palindrome,,False,https://atcoder.jp/contests/agc001/tasks/agc001_d
agc001,agc001_e,E. BBQ Hard,,False,https://atcoder.jp/contests/agc001/tasks/agc001_e
agc001,agc001_f,F. Wide Swap,,False,https://atcoder.jp/contests/agc001/tasks/agc001_f
agc012,agc012_f,F. Prefix Median,,False,https://atcoder.jp/contests/agc012/tasks/agc012_f
agc020,agc020_f,F. Arcs on a Circle,,False,https://atcoder.jp/contests/agc020/tasks/agc020_f
agc040,agc040_f,F. Two Pieces,,False,https://atcoder.jp/contests/agc040/tasks/agc040_f
agc044,agc044_f,F. Name-Preserving Clubs,,False,https://atcoder.jp/contests/agc044/tasks/agc044_f
agc045,agc045_e,E. Fragile Balls,,False,https://atcoder.jp/contests/agc045/tasks/agc045_e
agc048,agc048_f,F. 01 Record,,False,https://atcoder.jp/contests/agc048/tasks/agc048_f
agc049,agc049_f,F. Happy Sequence,,False,https://atcoder.jp/contests/agc049/tasks/agc049_f
agc050,agc050_e,E. Three Traffic Lights,,False,https://atcoder.jp/contests/agc050/tasks/agc050_e
agc052,agc052_f,F. Tree Vertices XOR,,False,https://atcoder.jp/contests/agc052/tasks/agc052_f
agc053,agc053_f,F. ESPers,,False,https://atcoder.jp/contests/agc053/tasks/agc053_f
agc055,agc055_e,E. Set Merging,,False,https://atcoder.jp/contests/agc055/tasks/agc055_e
agc058,agc058_f,F. Authentic Tree DP,,False,https://atcoder.jp/contests/agc058/tasks/agc058_f
agc059,agc059_f,F. LIDS,,False,https://atcoder.jp/contests/agc059/tasks/agc059_f
agc060,agc060_f,F. Spanning Trees of Interval Graph,,False,https://atcoder.jp/contests/agc060/tasks/agc060_f
agc062,agc062_f,F. Preserve Distinct,,False,https://atcoder.jp/contests/agc062/tasks/agc062_f
agc064,agc064_f,F. No Permutations,,False,https://atcoder.jp/contests/agc064/tasks/agc064_f
agc066,agc066_f,F. Beautiful String,,False,https://atcoder.jp/contests/agc066/tasks/agc066_f
agc067,agc067_e,E. Biconnected Graph,,False,https://atcoder.jp/contests/agc067/tasks/agc067_e
agc070,agc070_e,E. Remove 2K+1 Edges,,False,https://atcoder.jp/contests/agc070/tasks/agc070_e
agc071,agc071_e,E. Procrastinate Counter,,False,https://atcoder.jp/contests/agc071/tasks/agc071_e
agc072,agc072_e,E. Flights 2,,False,https://atcoder.jp/contests/agc072/tasks/agc072_e
agc073,agc073_d,D. Four Jewels,,False,https://atcoder.jp/contests/agc073/tasks/agc073_d
